1357511269159473152 2021-02-04 21:08:02 -0500 <projecteve1> While #women professional caregivers are seen as warm or friendly, many male professional #caregivers face gendered stereotypes &amp; stigma. Read the new @BetterLifeLab report by @BrigidSchulte, @hallgren_emily &amp; @RoselynMiller   https://t.co/H71pmhnqxE #careforce  https://t.co/O8UfcYrMWB
1357511071049920512 2021-02-04 21:07:15 -0500 <rosesbloom24> Katherine Johnson, Mary Jackson and Dorothy Vaughn were mathematicians and engineers who worked at NASA. #BlackHistoryMonth #History #HiddenFigures the book by Margot Lee Shetterly and the movie. Great read, awesome movie too. #women  https://t.co/DR2ClQLILj
1357510816334028800 2021-02-04 21:06:14 -0500 <k72ndst> Now stick around and see who get a *sword* from the ADMIRAL. Woah! So cool #SurfaceNavy #USNavy #women
1357510565539684354 2021-02-04 21:05:14 -0500 <maatmodels> #staff LUCIANO #maatmodels #seemore  https://t.co/aaxzMhdib5  #agencia #modelos #women #men  #escuelademodelaje #agenciademodelos #buenosaires #argentina🇦🇷 en Maat Models  https://t.co/ViBHD5rCC8
1357509758379524099 2021-02-04 21:02:02 -0500 <Toronto1> I love #Women! Do you?
1357509671611998213 2021-02-04 21:01:41 -0500 <CannabisCulture> Why Are Only 8% Of Cannabis CEOs Women? #jobs #women #CEOs #business #industry  https://t.co/S941yjfgxh  https://t.co/HPV5jxnTCr
1357509485233901568 2021-02-04 21:00:57 -0500 <DrLindaLMoore> This is heartbreaking example of what failed #leadership and the tolerance of spreading hate and violence is doing to our country and to our elected #women leaders @heatco @AOC
1357509450513469440 2021-02-04 21:00:48 -0500 <Fair_Anita> We partner with #women around the world and create pieces you can be proud to wear.  #investinwomen #fairanita #fairtrade  https://t.co/JsKqK05D0O
1357508567511666689 2021-02-04 20:57:18 -0500 <saa_00002> @KTLA @KTLAnewsdesk @KPSCALnews @latimes @FOXLA Kaiser is manipulating woman and forcing them to bare it all on video for their well woman exams or pay an illegal copay for an in person visit. Well women exams are no out of pocket exams. #health #women #GenderBasedViolence
1357508391472619520 2021-02-04 20:56:36 -0500 <valltasy> #gift #UniqueGifts #gifts #valltasy #wedding #handmade #fashion #giftideas #women #bridal #earrings  https://t.co/AHMc7df8xp
1357508385558691841 2021-02-04 20:56:35 -0500 <KBSingh44610545> So I just wanna ask because it’s been in my mind all day:  “America when the fuck are we gonna get a Woman as OUR President?” I’m waiting for that day when we make history. Just wanna put it out their for 2024.  #uspresident #America #women #womenpower
1357508382610096130 2021-02-04 20:56:34 -0500 <butterflygone02> #worldcancerday ♀💜  #womenbewise #womentakecare #cancerawareness #cancerscreening   #mammogram #breastcancer #gynecological #women #gynaecological #cancer #females_exist #health  #ovariancancer #uterinecancer  #vulvarcancer  #cervicalcancer #vaginalcancer #endometrialcancer  https://t.co/n5iXRxgIQA
1357508362305478662 2021-02-04 20:56:29 -0500 <IranNewsHub> Young woman uses hidden camera to record relentless verbal abuse and harassment while walking alone in Tehran  https://t.co/SwqPRcvTTy #Iran #women
1357507147332947968 2021-02-04 20:51:39 -0500 <HiteshAdventure> Eco #India : How an army of #women in Vellore resurrected a #river that once served as their lifeline"  #Environment   https://t.co/3v91CQh7KN
1357506856722132995 2021-02-04 20:50:30 -0500 <EVERALDATLARGE> Japan Olympics #Mori says #women talk too much in meetings. Slight element of truth in that but there are no women who could ever talk more than #CraigKelly &amp; meetings would be utterly boring if women were banned. And the conversation would lack some decency dignity &amp; compassion.
1357506745648742401 2021-02-04 20:50:04 -0500 <SingingInDCloud> rt @wef  Dying inside: The hidden crisis in America's jails  https://t.co/snHYW4nOGP #US #women  https://t.co/KDNDhmxE8g
1357506612206911499 2021-02-04 20:49:32 -0500 <butterflygone02> #worldcancerday ♀💜  #womenbewise #womentakecare #cancerawareness #cancerscreening   #mammogram #breastcancer #gynecological #women #gynaecological #cancer #females_exist #health  #ovariancancer #uterinecancer  #vulvarcancer  #cervicalcancer #vaginalcancer #endometrialcancer  https://t.co/mP3eVD43iZ
1357506606037139459 2021-02-04 20:49:30 -0500 <AlexMayersLIVE>  https://t.co/Z9aD9dPDoI Attention #AfricanAmericans / #Blacks and #Women of #LasVegas #Nevada - BEWARE of a #racist and predator masquerading as a life coach known as Reformed Stoic - he is specifically targeting 19 year old girls. #AlexandraMayersLIVE
